nama,rating,jumlah_review,tipe,lat,lon,kategori,provinsi,url_gambar_1,url_gambar,url_gambar_2
Pantai Dodo Dewi,4.3,21,Tujuan Wisata,-6.173284,105.8472365,Alam,Banten,https://pixabay.com/get/g92068b776360db010c30ab8d25c9c683a561ac9030b2ba532b306b47765114c880174ac654a76d6fe60c0d64399af06d1540e22a4ba92f803b58427667e76571_1280.jpg,,
Joy N Fun Playground D'Botanica,4.5,53,Taman bermain,-6.893331,107.5849826,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g38bc419b9176c7b45e5c22e2634fd92a3f79e4368c8db1779c34e83388dc583d8b476eadb7febfd96b586d5080b3be11dfa27d9a7f8c69d53d589672c6bd5fa2_1280.jpg,,
Upside Down World Bali,4.2,3997,Tujuan Wisata,-8.716711,115.2052612,Edukasi,Bali,,,
Centramata | Souvenirs Shop Bali | Worldwide Shipping,4.8,34,Toko Suvenir,-8.681259,115.2328743,Shopping,Bali,https://pixabay.com/get/g97787e0466cbd8fd957af9b11b383c3fa109a214c606e47938997e126ee0b27ced70956f68e0e85cec98687aed2bd4a223f9847c5ec278422bc4eb9c570976c8_1280.jpg,,
Toko Galeri Oleh Oleh Bandung,4.3,76,Toko Suvenir,-6.8966482,107.5906911,Shopping,Jawa Barat,,,
Taman Bermain Cilosari Barat,4.5,12,Taman bermain,-6.9563213,110.4399364,Taman Hiburan,Jawa Tengah,,,
Candi Gunung Putri,4.2,43,Tujuan Wisata,-6.7553814,107.0143481,Edukasi,Jawa Barat,https://pixabay.com/get/g1f371c1799ce2212871ab73872527e0d86eb60064286ffa3e140a82a2fd202292206a1a88dc15b1b79f1dbc684bfada2a3a270cf86d38ddd070b8f0c1c7cdcee_1280.jpg,,
Museum Candi Prambanan,4.6,215,Museum,-7.7495562,110.4937305,Edukasi,Jawa Tengah,,,
Candi Tapan,4.3,24,Bangunan Bersejarah,-8.1336065,112.2754776,Edukasi,Jawa Timur,,,
Pusat Oleh Oleh Semarang Al Barokah,4.7,26,Pusat Perbelanjaan,-6.9835875,110.4474756,Shopping,Jawa Tengah,,,
Arena Satwa Harimau Sumatera,4.5,105,Kebun Binatang,-6.3118868,106.8240119,Taman Hiburan,Banten,https://pixabay.com/get/gff1993e8d01bb374eb1fe365e1d8917ad4a8065f2d9153e4baaca1d05eaa68e6c3288fa6fee10f854e436be2594290732278dfd0bb550dd0e845bfc8aeed254c_1280.jpg,,
Kids Waterpark & Replika Taman Satwa,4.1,13,Taman Rekreasi Air,-7.6210027,110.4224484,Taman Hiburan,Daerah Istimewa Yogyakarta,,,
The Legend Star - Jawa Timur Park 3,4.7,2122,Pusat Rekreasi,-7.8992846,112.5522486,Taman Hiburan,Jawa Timur,,,
Pantai Matahari Terbit Sanur,4.6,3089,Tujuan Wisata,-8.6706845,115.2616902,Alam,Bali,https://pixabay.com/get/g624b0146bd9c6ba312895b6db2f7f50cbd94a2a1e79c5468a2e1ef31e772694a374a384ed3e45c1d9d5f23ccb3f89346303ae3348f07fb28eaaf02d1e30df9c1_1280.jpg,,
Bukit Bintang,4.5,30436,Titik Pemandangan,-7.8458407,110.4798457,Alam,Daerah Istimewa Yogyakarta,,,
Museum Bpk Ri,4.6,1353,Museum,-7.4744875,110.2141246,Edukasi,Jawa Tengah,,,
Museum Perjuangan Mandala Bhakti,4.7,3317,Museum Angkatan Bersenjata,-6.9848028,110.408809,Edukasi,Jawa Tengah,https://pixabay.com/get/g483ac9ba147b7ae04aad2797ac86d8239f0b523f312422b480862ab0f3703a0168e6205ec569da669d15933011b406d0777953a390285a280a220c9871573b2e_1280.jpg,,
Kebun Raya Mangrove Surabaya,4.4,2707,Kebun Raya,-7.3308016,112.8156243,Alam,Jawa Timur,,,
Paralayang Bukit Sempu,4.4,925,Tujuan Wisata,-7.8302953,112.7388879,Alam,Jawa Timur,,,
Pantai Baru,4.4,8711,Pantai,-7.988938,110.2210403,Alam,Jawa Tengah,,,
Benteng Marlborough,4.6,10013,Benteng,-3.787323,102.2516757,Edukasi,DKI Jakarta,,,
Taman Pantai Buron,4.5,81,Tujuan Wisata,-8.109705,110.4687319,Alam,Jawa Tengah,,,
Taman Tebing Koja,4,1696,Tujuan Wisata,-6.3145534,106.3979829,Alam,Banten,,,
Kubu Beach,4.6,1579,Tujuan Wisata,-8.7893911,115.1318546,Alam,Bali,https://pixabay.com/get/g7b4af3b6221d95699b2f6e4b8caaca0cd1b243acc18a3d8d74f9282afb398cacab603fbea30d53f42f79bacdb5e621a16f449b133f6ed95114be9b34e363896b_1280.jpg,,
Wisata Hutan Pinus Gogoniti,4.2,1309,Tujuan Wisata,-8.0695284,112.4019109,Alam,Jawa Timur,,,
Patung Arjuna Wijaya,4.6,10388,Tujuan Wisata,-6.1800296,106.8227781,Edukasi,DKI Jakarta,,,
Watu Gedhe Aquapark,4.1,543,Taman Rekreasi Air,-7.6663455,112.6060761,Taman Hiburan,Jawa Timur,,,
Karangpotong Ocean View,4.4,2402,Tujuan Wisata,-7.4707331,107.1701982,Alam,Jawa Barat,,,
Pantai Kondang Iwak,4.5,222,Pantai,-8.3956037,112.4815967,Alam,Jawa Timur,,,
Dodol Betawi Gurih Rasa,4.8,136,Toko Kue,-6.2715996,106.8497748,Shopping,DKI Jakarta,,,
Taman Bunga Celosia Pantai Baron,4.4,160,Taman,-8.1217361,110.5514184,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g36f804ea592ae38e5e91126da22b8c7d2e6321bc5f845ad5c1f06b9b489d048f5e8c2cfc0ffc3aac80f0ae99f2d7883fe320baf19a8285bd6163b7560069effe_1280.jpg,,
Sanera Park & Sport Center,4.4,85,Taman Rekreasi Air,-7.3383943,109.9035781,Taman Hiburan,Jawa Tengah,,,
Pintu Masuk Timur Gembira Loka Zoo,4.4,37,Kebun Binatang,-7.8040031,110.398118,Taman Hiburan,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g5980f93c3b9eb9dcf37384b67c9a744cd9b6289a7be05f088b9b55e83f78edeecf7f66cb83870c6705bb108fdc3e00d58f02ef0a6802598376ffa23e1d7145cc_1280.jpg,,
Pantai Istana Presiden Pelabuhanratu,4.6,1802,Taman,-6.9804283,106.5330415,Alam,Jawa Barat,,,
Gunung Klotok,4.5,206,Puncak Gunung,-7.8136111,111.9547222,Alam,Jawa Timur,,,
Lembang Wonderland,4.4,3110,Taman bermain,-6.8172979,107.6121455,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g75a78405d6f67d7257078fed2f79f049548354a485a20ea53d1171ae0f18d679caa63b793307ba9ee3bb8ec7d2b9bd3e3cbac5f50b4b0c96575ad5fd2714077b_1280.jpg,,
Cicido - Outbound & Edutainment Corner,4.5,1073,Taman Rekreasi Air,-6.246681,106.409249,Taman Hiburan,Banten,,,
Husein Sastranegara Monument,4.5,2361,Bangunan Bersejarah,-6.9067621,107.5874176,Edukasi,Jawa Barat,https://pixabay.com/get/g343f6778df0aae76afb5c47fed68ebb50920197c27852491c274646c3feef1a3aedcf13e6aff29d151ae746464798ad14a837fc0209c641c2dcb525e019685c2_1280.jpg,,
Pintu Masuk Karangnini,4.3,108,Taman,-7.6716003,108.7245894,Alam,Jawa Barat,,,
Southernmost Point Of Bali Island,4.8,84,Tujuan Wisata,-8.8499906,115.1616844,Alam,Bali,https://pixabay.com/get/gb23fae7372f2128f22735604170b1cde374725ed274a46a76189cf571480520ecd77a0c740ca63b4940d59d0ee7db2206c283126b7bf740a44ebb3e1676d7874_1280.jpg,,
Pantai Karang Nini,4.3,503,Tujuan Wisata,-7.6825886,108.7346245,Alam,Jawa Barat,,,
Monumen Melati Kadet Suropati,4.5,91,Monumen,-7.9722947,112.6216063,Edukasi,Jawa Timur,https://pixabay.com/get/gc1ffc9e849760d68499d472fd1b057b94796167cb2f9e31b9a8ab6e709f4548b45753c66979298723d07ab2ea3a88dec3f9ec1b42ea0bbe6851046aea5b6be15_1280.jpg,,
Pantai Nunggalan,4.6,965,Pantai,-8.8454398,115.1110316,Alam,Bali,,,
Jurassic Garden,4,117,Taman Bermain Dalam Ruangan,-6.87896,107.53944,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g26124022433c3e6361e5ab29a8365b4aa861dce8bb6c7ba865f4f729d6bfeb29d97522ab809bc29a71407fed7e842f7cbe08449aafc8ede0415fae3b7b4099dc_1280.jpg,,
Pantai Galau,4.1,329,Area Rekreasi Alam,-6.3842179,105.8237347,Alam,Banten,https://pixabay.com/get/g96224b20d29c5b54f9ac39357edea08172fbd72ae8ab94611a7c6e5258d1f924d549bfe059dbfb37fab8d2b3e45f4d095ecb045b7d828641ae44f321ef1255f8_1280.jpg,,
Pantai_Pesona,4.1,49,Area Rekreasi Alam,-7.7546872,113.2569264,Alam,Jawa Timur,,,
Bakpia Kukus Tugu Jogja - Titik Nol,4.4,702,Toko Kue,-7.8012031,110.3628026,Shopping,Daerah Istimewa Yogyakarta,,,
Monumen Asmaul Husna,4.7,409,Tujuan Wisata,-7.6081213,112.2338709,Edukasi,Jawa Timur,https://pixabay.com/get/g1dd004b765ba39860d38ce4ec8316cd1942abd1b5ff6b1fa2cf4e790f2411a6ce50f1f71e96af9158a985b7a9b85d9e601b471b07e46ba39a48b09303c4b7867_1280.jpg,,
Flying Tornado Jatim Park 1,4.4,18,Wahana Taman Hiburan,-7.8849942,112.5248393,Taman Hiburan,Jawa Timur,https://pixabay.com/get/g7f952bda4015576f4b0cd06dece96d2299fdcfd2be7bfc1fe5e9603e263040420c045a2608f54833bfaf93cb7327ad978d65c58d951083687111d224ab8214dd_1280.jpg,,
Gapura Jalan,4,20,Monumen,-8.0368582,112.6114849,Edukasi,Jawa Timur,https://pixabay.com/get/g6914a077391688e848561dc448feb66dc2768875bc38ea634d4df178d77ec12e58d01fe74c660de51ee9db696e5a008d88e6575a3715ae0bc1bb3e5f40612e5b_1280.jpg,,
Mangrove Denpasar,4.3,504,Taman,-8.7261185,115.1933509,Alam,Bali,https://pixabay.com/get/g8b19efed06ab22ff46bfd0970b66e1910934fa26a96a380890e7e71f8d96fd4864431ea4556733b763ff8d6e1b387f9af6aa6ee8d924e675248a58729093bec2_1280.jpg,,
Sharp Bamboo Monument,4.4,31,Bangunan Bersejarah,-7.6433081,112.6625613,Edukasi,Jawa Timur,https://pixabay.com/get/ga15c7f32e983ec0ec62ed0baf64297db1120435d2e9514b2f3077d066cd2e99776fa5e5075f5807ce56329aa28661528556305eda0b93381be7a2b035507538d_1280.jpg,,
Lawang Sewu Semarang,4.6,68955,Tujuan Wisata,-6.9840907,110.4108019,Edukasi,Jawa Tengah,,,
Taman Pantai Indah,4.4,28,Taman,-6.1238961,106.8402862,Alam,DKI Jakarta,,,
Kebun Tebu Gendu,4.5,399,Tujuan Wisata,-7.7406381,110.1509398,Alam,Daerah Istimewa Yogyakarta,,,
Pantai Mangrove,4.4,303,Pantai,-6.3036819,108.3696114,Alam,Jawa Barat,,,
Sumber Maron,4.4,17551,Tujuan Wisata,-8.1656096,112.5920333,Alam,Jawa Timur,,,
Sindoro Water Park,4.4,91,Taman Rekreasi Air,-7.2807392,110.0631722,Taman Hiburan,Jawa Tengah,,,
Pantai Karang Meong,4.2,104,Tujuan Wisata,-6.1119854,105.8762661,Alam,Banten,https://pixabay.com/get/g8955c6e4882f8769a096bd22b11606be0576cd14e50d52c6a357f25a1d52f9616e46f3a83d5b4cb029c37dd09bebca9ee6b7fad0be8f54762289b42c2c216172_1280.jpg,https://images.pexels.com/photos/2565822/pexels-photo-2565822.jpeg,
Watu Gunung,4.3,6188,Taman Rekreasi Air,-7.1298066,110.388832,Taman Hiburan,Jawa Tengah,,,
Krakatau Water World Cilegon,4.3,1656,Taman Rekreasi Air,-6.000285,106.042952,Taman Hiburan,Banten,,,
Pantai Celong (Celong Beach),4.2,1013,Tujuan Wisata,-6.9148249,109.9323709,Alam,Jawa Tengah,,,
Masjid Pecinan Tinggi,4.4,227,Bangunan Bersejarah,-6.0344592,106.149264,Edukasi,Banten,,,
Candi Klero,4.3,341,Tujuan Wisata,-7.4124383,110.5212829,Edukasi,Jawa Tengah,,,
Aeon Fantasy Kidzooona Ggp,4.7,430,Taman Bermain Dalam Ruangan,-6.2699813,106.9722365,Taman Hiburan,Jawa Barat,,,
Joyland Playground Tempat Mainan Anak - Anak,5,24,Taman Bermain Dalam Ruangan,-7.4747298,112.6489358,Taman Hiburan,Jawa Timur,,,
Mintorogo Hill,4.4,104,Tujuan Wisata,-7.8051153,110.5338252,Alam,Daerah Istimewa Yogyakarta,,,
"Mister Pohon - Farm, Nursery, & Animal Husbandry",3.7,11,Kebun Binatang,-7.2203648,110.4183583,Taman Hiburan,Jawa Tengah,,,
Kota Mini Lembang,4.4,3721,Pusat Rekreasi,-6.81792,107.618747,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g2054221635f3a6ce4cb333be13d8aeba9ec5f740b27e75c1be6c50feba0d64e5ffe28ba13c814206753f169672f993d416a570ae7ef85b759a53d1db38806c92_1280.jpg,,
Agung Sport Center,4.5,303,Taman bermain,-6.0669857,106.0802141,Taman Hiburan,Banten,https://pixabay.com/get/gbfdc900b06f77accaffaf4ffaaf942a532be93a8591821a3cba71dd709596fba993d61ac3990f78ddee8d0d42d8cb31618df579b20deb20dded84bcae90086ac_1280.jpg,,
Wisata Prpm Mangrove Pasir Putih,4.3,103,Tujuan Wisata,-6.1786853,107.547519,Alam,Jawa Barat,,,
Gunung Santri,4.4,499,Puncak Gunung,-5.9744444,106.0894444,Alam,Banten,,,
Benteng Willem Ii,4.5,1599,Tujuan Wisata,-7.1293344,110.4045125,Edukasi,Jawa Tengah,,,
Pantai Depok,4.5,2703,Tujuan Wisata,-8.0137276,110.2914758,Alam,Daerah Istimewa Yogyakarta,,,
Kings Fun World,4.6,1990,Pusat Hiburan Anak-Anak,-6.923072,107.605312,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g5f43b8b7e8f150cc05d21ce538184508d5b4cf1895d573a3b1fe85f53e53b54a48ae63891b7948a9480e3dbc97fe172b0a439004d73fa431ebdb306d38fac3c5_1280.jpg,,
Pantai Lalita,4.4,27,Tujuan Wisata,-6.1660606,105.8529285,Alam,Banten,https://pixabay.com/get/g4a37e140a5bf115bd9e6b3b86d3171bed15fe3d162ae0f3c9e65fe3166a9ed4beee3e5ae48c855c10f0e13c06bf3a009cc4040c0832e6af13b73cda674443d45_1280.jpg,https://images.pexels.com/photos/30722698/pexels-photo-30722698.jpeg,
Taman Bermain Permata Jingga,4.6,30,Taman bermain,-7.9321469,112.6189623,Taman Hiburan,Jawa Timur,https://pixabay.com/get/gffd024313391fb273070eb51c7ca1efc0bdc77d5a4f51a9001c712471f2ab20de5cc9e7e05bdc28ba71f691b4de40f6d19b25078c151c744e828cf4a43b843d8_1280.jpg,,
Viva La Torto,3.8,13,Kebun Binatang,-6.2312869,107.017195,Taman Hiburan,Jawa Barat,,,
Tugu Kalijati,4.4,56,Pembuat monumen,-6.5218933,107.6739151,Edukasi,Jawa Barat,https://pixabay.com/get/gb0bff398bef5b8b209bf35523d13aafb5ff99dfe70c7e012812294fc1645848241756e677c6f61ad06e377c8fdf618220415c31a93d126de2d5e8a52989f2663_1280.jpg,,
Sasono Hinggil Dwi Abad,4.5,187,Bangunan Bersejarah,-7.8110531,110.3633817,Edukasi,Daerah Istimewa Yogyakarta,,,
Khas Jakarta Thamrin City,4.2,250,Toko Suvenir,-6.1942486,106.8149589,Shopping,DKI Jakarta,,,
Gunung Merapi,4.4,2925,Gunung berapi,-7.5407175,110.4457241,Alam,Jawa Tengah,https://pixabay.com/get/gef48a84c3410e1cff4773e15b9caeae1d09701729de384dd80104c75207c03cc5c4b87d7d8ff5c42f06e814ba9bb21decefda6fa062b4fe470a0b6d0b42d26f8_1280.jpg,,
Ayodya Bloombang Waterpark,4,1208,Taman Hiburan,-7.0751027,110.8855526,Taman Hiburan,Jawa Tengah,,,
Safari Water Park,4.6,120,Taman Rekreasi Air,-6.7198579,106.9501709,Taman Hiburan,Jawa Barat,,,
Amallia Waterpark,4.8,82,Taman Rekreasi Air,-6.2399158,107.0549176,Taman Hiburan,DKI Jakarta,,,
Water And Snow,4.1,785,Taman Rekreasi Air,-7.0532665,110.660588,Taman Hiburan,Jawa Tengah,,,
Candidasa Lotus Lagoon,4.2,172,Tujuan Wisata,-8.5111739,115.572218,Alam,Bali,https://pixabay.com/get/ge27b38cba1074f456f842b9a03ba1ac5f659bd4123a413b1bc11d7620d67abc5b4804ed5ddf270f6bd556604531f251017a679c7f489484c075f5bdc739c2470_1280.jpg,,
Goa Seribu Candi Sawarna,4.4,278,Tujuan Wisata,-6.9749685,106.2916671,Edukasi,Banten,,,
Ars Waterpark,4.2,721,Taman Rekreasi Air,-6.7618256,110.8656439,Taman Hiburan,Jawa Tengah,,,
Pantai Pelabuhan Ratu,4.6,3753,Tujuan Wisata,-6.9845089,106.5422552,Alam,Jawa Barat,,,
Camp Ground,4.8,140,Bumi perkemahan,-8.0973955,110.4350846,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g50b3b1548b586043ee6965d521ddab2c8658cb9a2ef199eb39550a6ccbb665e2e4b3ea0da8bef407a5452ab8d5bfd66d1b4209fb2694096613d34141a982d39d_1280.jpg,,
Museum Samanhoedi,4.5,238,Museum,-7.5666572,110.7973478,Edukasi,Jawa Tengah,,,
Museum Kretek,4.3,3965,Museum,-6.8267603,110.8386738,Edukasi,Jawa Tengah,https://pixabay.com/get/g25c2634361ec44330b461dffeab701c2dd40419807d835ab9a84a3eff518e80c241ac32ce352f5822acd0be02eb456143eea59cf9dd505a90be16903f0c81c06_1280.jpg,,
Pantai Tanjung Kait Jk Park,3.7,316,Pantai,-6.0148855,106.5303157,Alam,Banten,https://pixabay.com/get/g55d1ad5bb4362f458c28e33fe8a55721267578396206e7891c114cbd2a8ee1ad5b0002e37cb26f0526286d2d919cb2b235d7facb96e4f790c71bbd6ad11122c9_1280.jpg,https://images.pexels.com/photos/4143569/pexels-photo-4143569.jpeg,
Vihara Avalokitesvara Banten,4.8,1233,Tujuan Wisata,-6.0304636,106.149466,Edukasi,Banten,,,
Ekowisata Mangrove Batu Lumbang,4.8,125,Tujuan Wisata,-8.7343224,115.1880033,Alam,Bali,https://pixabay.com/get/g3396f7ea4a8f3d03faf8841747d9bfa2c96a32595b086ca0a470b64126e27a8ab3036a3f97a1d1a032fd79b441a888484e5f88426990d5e92bdca0fbca58f565_1280.jpg,,
Glagah Beach,4.6,42,Tujuan Wisata,-7.9160449,110.0755275,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g2c2b7783338b6ef5673d69dbe03dadb4025f56911d82ad6e260c5dcf3a0e4f274f77f9434105ac1849a2d459080363273f464f8f44fa278c5371cae37db5b02b_1280.jpg,,
Simpang Balapan,4.6,2134,Taman Komunitas,-7.9655198,112.6251056,Alam,Jawa Timur,,,
Pusat Oleh-Oleh Kampoeng Djawa,4.1,1684,Toko Suvenir,-7.2470313,110.4302623,Shopping,Jawa Tengah,,,
Taman Wisata Pasir Putih,4.3,5196,Taman Rekreasi Air,-6.4330627,106.787352,Taman Hiburan,DKI Jakarta,,,
"Wisata Bukit Gandrung, Tanggulasi",4.3,1842,Tujuan Wisata,-7.761606,112.348711,Alam,Jawa Timur,,,
Museum Buleleng ,4.4,154,Museum,-8.1247106,115.0965648,Edukasi,Bali,,,
Papua Waterpark,4.4,267,Taman Rekreasi Air,-7.8054224,113.2170395,Taman Hiburan,Jawa Timur,,,
Patung Titi Banda,4.6,1782,Patung,-8.6492916,115.2550434,Edukasi,Bali,,,
Wisata Alam Mangrove Sedari,4.1,465,Tujuan Wisata,-5.9940027,107.3002357,Alam,Jawa Barat,,,
Pantai Lembeng,4.3,422,Pantai,-8.6475883,115.277184,Alam,Bali,https://pixabay.com/get/g39164409f4b25fc94e44afcd95e871307a46af3e05fdaacd601fc0eb67b230a02eb22bec8da6ba0897a230a7b3a8860a35c4c362712f9135bd20f1e2d4f7d2da_1280.jpg,,
Pantai Sambolo Anyer,4.2,4741,Pantai,-6.0987264,105.8816995,Alam,Banten,https://pixabay.com/get/g111cb3f44048fc6b2562cefd08df43ed5bdb3103b261ba6364782da4ee78e3bafc1fae67a7b9f31be9ed8e52adbc91fb04c622aab2f9160bc50e976a92f885f8_1280.jpg,https://images.pexels.com/photos/14815486/pexels-photo-14815486.jpeg,https://images.unsplash.com/photo-1700409670474-08236194ff99?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHw5fHxQYW50YWklMjBTYW1ib2xvJTIwQW55ZXJ8ZW58MHwwfHx8MTc0ODk0ODY0NXww&ixlib=rb-4.1.0&q=80&w=1080
Beachwalk Shopping Center,4.5,44703,Pusat Perbelanjaan,-8.7169483,115.168807,Shopping,Bali,,,
Tugu Rowo Seneng,4.4,123,Bangunan Bersejarah,-7.223117,110.210469,Edukasi,Jawa Tengah,,,
Pantai Mangrup,3,21,Pantai,-6.7948469,108.7905774,Alam,Jawa Tengah,,,
Wisata Kidangan,4.4,1915,Kebun Binatang,-6.736077,110.8481747,Taman Hiburan,Jawa Tengah,,,
Monumen Perjuangan Masyarakat Cibinong,4.6,481,Bangunan Bersejarah,-6.4913565,106.8451769,Edukasi,Jawa Barat,https://pixabay.com/get/gc4138333584563610082f0ea0e00940202cff5e1bb747680dcbe119cab8391d633f57c34b8496c4f022165a0ff9330d2cb03a204dc0f9bf11fb6cc5ec8d1bc4e_1280.jpg,,
Pantai Goa Cemara,4.4,18035,Tujuan Wisata,-7.999423,110.248963,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g4af29e021ff56cb2f0879aee116ac0d287697bdb7ae5230ad541d950c5326fbebb4252be69e8239387823f82c15fee2ca25371f92fcd79273cc1f4a37ac4ae8c_1280.jpg,,
Mr Games Gaya Kedungmundu,4.1,12,Taman Bermain Dalam Ruangan,-7.0237375,110.4598209,Taman Hiburan,Jawa Tengah,https://pixabay.com/get/g9c5370a97b1855cdb203d1d0c87be9130d9f5ca920f31f826fcd02264e48b516cb61cee00a45f1d945f8d5b5935b77241eae38fedc9a721180b93812a00e0fde_1280.jpg,,
Titik Nol Surabaya,4.8,132,Bangunan Bersejarah,-7.2455137,112.7387126,Edukasi,Jawa Timur,https://pixabay.com/get/gc8b5d2c3147f38fcecb77d9c039e132556491c207c35ba0a045a275123b7faf8064736c6b5579900e50225ac4aa45374b3385807aea14a2b769eb9db78e275b6_1280.jpg,,
Museum Manusia Purba Sangiran,4.6,1805,Situs purbakala,-7.4556875,110.8341875,Edukasi,Jawa Tengah,https://pixabay.com/get/gcab77ba9ced0b816d55f2e9b710d97ee0fb7e93f0bfe0c8748ae4c15f3e793422d398015c9c4e3046205537507ab24b320092dfcd2120868e53e944dfc5310a6_1280.jpg,,
Tugu Bandongan,4.2,144,Monumen,-7.4657356,110.1886862,Edukasi,Jawa Tengah,,,
Itc Cempaka Mas,4.4,28714,Pusat Perbelanjaan,-6.1646611,106.8774952,Shopping,DKI Jakarta,,https://images.pexels.com/photos/6265607/pexels-photo-6265607.jpeg,
Sunge Jingkem Sembilangan,4.4,606,Tujuan Wisata,-6.0718814,107.0198594,Alam,Jawa Barat,,,
Taman Wisata Batu Gede Sayar,4.4,369,Tujuan Wisata,-6.1440021,106.1040064,Alam,Banten,,,
Gunung Kembang,4.4,329,Puncak Gunung,-7.4875,109.8958333,Alam,Jawa Tengah,https://pixabay.com/get/ga8fd8a205ba8fa477cef7a9b1a0e854affde34aaa188c210efb4c81c44ba1cc98d9978971f29e5720b0d7f5851c4f2bde2a4bbde1092cd8fb1bbf7908ed0226e_1280.jpg,,
Kura-Kura Ocean Park,4.3,1870,Tujuan Wisata,-6.5887046,110.645119,Alam,Jawa Tengah,,https://images.pexels.com/photos/32245128/pexels-photo-32245128.jpeg,
Patung Nasional Pangeran Diponegoro,4.7,68,Monumen,-6.1731977,106.8271936,Edukasi,DKI Jakarta,,,
Monumen Daidan Peta Blitar,4.7,731,Monumen,-8.0940313,112.1771479,Edukasi,Jawa Timur,https://pixabay.com/get/gb832131ada7bdc4ab3ec99a0d01d2b0e0e0cbeed92485ea40e36e2b387e56c2e54b2720a3179eefe4328fec7382bde7d525c0a600dc561271720f31e8c60e1bc_1280.jpg,,
Kolam Renang Sono Tirto,4.3,22,Taman Rekreasi Air,-7.6000325,112.1065813,Taman Hiburan,Jawa Timur,,,
Zoomanji Bandung,4.7,113,Kebun Binatang,-6.8480044,107.6258334,Taman Hiburan,Jawa Barat,,,
Cilegon Green Waterpark,4,1532,Taman Rekreasi Air,-6.0273043,106.0763294,Taman Hiburan,Banten,,,
Candi Garuda,4.6,44,Tujuan Wisata,-7.7516189,110.4916474,Edukasi,Jawa Tengah,,,
Happy Kiddy Pusat Grosir Cililitan,4.8,180,Taman bermain,-6.2621541,106.8660314,Taman Hiburan,DKI Jakarta,,,
Pantai Nyang Nyang,4.7,210,Tujuan Wisata,-8.8391636,115.0934172,Alam,Bali,https://pixabay.com/get/g23cf3ddf0ef5544f108054bf0aaba3339411ee628fac54a2e6b6040afece436fbab01472a5c191629e597ebceed6bc16309a387f20fb78d2fed2a9113416f980_1280.jpg,,
Pantai Ngliyep Malang,4.5,4832,Tujuan Wisata,-8.3835873,112.4242054,Alam,Jawa Timur,,,
Sukahaji Waterboom,4.4,1106,Taman Rekreasi Air,-7.2672146,108.1976349,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g887a424a744a221c720f6b7ad9a5ac45e613d6612d904283dc8f236e4f0bd8b6d42160d97f7daf8d94f7475b7bd0bd82b6361faf2927d1c075a9d82d2bc994d7_1280.jpg,,
Song Lambung Beach,4.5,156,Tujuan Wisata,-8.6800948,115.4419077,Alam,Bali,https://pixabay.com/get/gefd151d0ea91ca332455f36f772a945df30a394637e9dd14227e9268c75f41256a0994679c0cb01f372e046be2eabbc7cf56e3ecff546c1df10b1624f3d6f090_1280.jpg,,
Pancuran Air Taman Kartini / Taman Mentri Supeno,4.2,25,Taman Rekreasi Air,-6.9926073,110.4205092,Taman Hiburan,Jawa Tengah,,,
Candi Budha Kalibukbuk,4.5,78,Bangunan Bersejarah,-8.1636834,115.0316348,Edukasi,Bali,,,
Pantai Karang Tawulan,4.6,3837,Tujuan Wisata,-7.813352,108.2997572,Alam,Jawa Barat,,,
Tugu Adipura Batang,4,23,Bangunan Bersejarah,-6.9253035,109.7584987,Edukasi,Jawa Tengah,,,
Gembira Loka Zoo Yogyakarta,4.5,47031,Kebun Binatang,-7.8041337,110.3979883,Taman Hiburan,Jawa Tengah,,,
Taman Promasan,4.3,416,Taman bermain,-7.3656104,110.4900702,Taman Hiburan,Jawa Tengah,https://pixabay.com/get/g006aba6cca71ce5c0b0b122d5f503d428717798b35280b5263901cb8880a0c7f6f2b1a6805b47149e15def9fa933b881cc621965d720c51697cb19e6eba86477_1280.jpg,,
Pantai Watu Bolong,4.7,115,Tujuan Wisata,-8.1852715,110.6996805,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g9f88f5467e785f13116f57b93aa3bdf67c5cd6e71988a1b4117335923825c8fd2992907c4e796e174f7df64a50f9ad3a36c83ced339e9cded97a813d0a47b4dc_1280.jpg,,
Fruitcity,4,101,Taman Bermain Dalam Ruangan,-6.3126382,106.8616441,Taman Hiburan,DKI Jakarta,,,
Monumen Perjuangan Polisi Republik Indonesia,4.5,611,Tujuan Wisata,-7.2808224,112.7409251,Edukasi,Jawa Timur,https://pixabay.com/get/gc44fcef8a2a896cef9871cce967246d255ac1ffbc28fcfd24173c345a5644beb56a16a40533695fbd7f07af94b51066df7d66f463123612520ccd04fe2ed2c83_1280.jpg,,
